LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ARG,FERTILITY,TOT,CHD_WOMAN,A,1992,2.93,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1993,2.88,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1994,2.83,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1995,2.77,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1996,2.72,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1997,2.67,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1998,2.62,
ARG,FERTILITY,TOT,CHD_WOMAN,A,1999,2.58,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2000,2.54,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2001,2.51,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2002,2.49,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2003,2.46,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2004,2.44,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2005,2.42,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2006,2.4,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2007,2.38,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2008,2.37,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2009,2.36,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2010,2.35,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2011,2.34,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2012,2.33,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2013,2.32,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2014,2.31,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2015,2.3,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2016,2.29,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2017,2.28,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2018,2.26,
ARG,FERTILITY,TOT,CHD_WOMAN,A,2019,2.25,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1990,1.82,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1991,1.66,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1992,1.55,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1993,1.46,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1994,1.37,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1995,1.23,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1996,1.23,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1997,1.09,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1998,1.11,
BGR,FERTILITY,TOT,CHD_WOMAN,A,1999,1.23,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2000,1.26,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2001,1.21,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2002,1.21,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2003,1.23,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2004,1.29,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2005,1.32,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2006,1.38,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2007,1.49,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2008,1.56,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2009,1.66,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2010,1.57,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2011,1.51,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2012,1.5,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2013,1.48,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2014,1.53,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2015,1.53,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2016,1.54,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2017,1.56,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2018,1.56,
BGR,FERTILITY,TOT,CHD_WOMAN,A,2019,1.58,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1990,1.67,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1991,1.55,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1992,1.39,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1993,1.43,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1994,1.43,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1995,1.5,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1996,1.64,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1997,1.69,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1998,1.45,
HRV,FERTILITY,TOT,CHD_WOMAN,A,1999,1.38,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2000,1.39,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2001,1.46,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2002,1.42,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2003,1.41,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2004,1.43,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2005,1.5,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2006,1.47,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2007,1.48,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2008,1.55,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2009,1.58,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2010,1.55,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2011,1.48,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2012,1.51,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2013,1.46,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2014,1.46,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2015,1.4,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2016,1.42,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2017,1.42,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2018,1.47,
HRV,FERTILITY,TOT,CHD_WOMAN,A,2019,1.47,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1990,2.41,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1991,2.32,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1992,2.48,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1993,2.24,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1994,2.17,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1995,2.03,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1996,1.95,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1997,1.86,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1998,1.76,
CYP,FERTILITY,TOT,CHD_WOMAN,A,1999,1.67,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2000,1.64,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2001,1.57,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2002,1.49,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2003,1.51,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2004,1.52,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2005,1.48,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2006,1.52,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2007,1.44,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2008,1.48,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2009,1.47,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2010,1.44,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2011,1.35,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2012,1.39,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2013,1.3,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2014,1.31,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2015,1.32,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2016,1.37,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2017,1.32,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2018,1.32,
CYP,FERTILITY,TOT,CHD_WOMAN,A,2019,1.33,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1990,2.05,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1991,2.1,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1992,2.12,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1993,2.01,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1994,1.89,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1995,1.82,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1996,2.01,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1997,1.95,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1998,1.81,
MLT,FERTILITY,TOT,CHD_WOMAN,A,1999,1.72,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2000,1.69,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2001,1.5,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2002,1.45,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2003,1.48,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2004,1.4,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2005,1.38,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2006,1.36,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2007,1.35,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2008,1.43,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2009,1.42,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2010,1.36,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2011,1.45,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2012,1.42,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2013,1.36,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2014,1.38,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2015,1.37,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2016,1.37,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2017,1.26,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2018,1.23,
MLT,FERTILITY,TOT,CHD_WOMAN,A,2019,1.14,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1990,1.83,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1991,1.59,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1992,1.51,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1993,1.43,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1994,1.4,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1995,1.33,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1996,1.3,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1997,1.32,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1998,1.32,
ROU,FERTILITY,TOT,CHD_WOMAN,A,1999,1.3,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2000,1.31,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2001,1.27,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2002,1.27,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2003,1.3,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2004,1.33,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2005,1.4,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2006,1.42,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2007,1.45,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2008,1.6,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2009,1.66,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2010,1.59,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2011,1.47,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2012,1.52,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2013,1.41,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2014,1.52,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2015,1.58,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2016,1.64,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2017,1.71,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2018,1.76,
ROU,FERTILITY,TOT,CHD_WOMAN,A,2019,1.77,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1990,5.91,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1991,5.76,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1992,5.59,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1993,5.41,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1994,5.2,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1995,4.98,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1996,4.75,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1997,4.53,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1998,4.33,
SAU,FERTILITY,TOT,CHD_WOMAN,A,1999,4.14,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2000,3.97,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2001,3.83,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2002,3.71,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2003,3.6,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2004,3.51,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2005,3.42,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2006,3.33,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2007,3.25,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2008,3.16,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2009,3.07,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2010,2.97,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2011,2.87,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2012,2.77,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2013,2.68,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2014,2.59,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2015,2.51,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2016,2.44,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2017,2.37,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2018,2.32,
SAU,FERTILITY,TOT,CHD_WOMAN,A,2019,2.28,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1990,1.98,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1991,1.95,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1992,1.92,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1993,1.86,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1994,1.81,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1995,1.77,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1996,1.75,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1997,1.72,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1998,1.7,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,1999,1.69,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2000,1.7,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2001,1.66,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2002,1.65,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2003,1.65,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2004,1.67,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2005,1.67,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2006,1.7,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2007,1.72,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2008,1.76,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2009,1.74,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2010,1.75,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2011,1.71,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2012,1.71,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2013,1.68,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2014,1.69,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2015,1.68,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2016,1.68,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2017,1.66,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2018,1.63,
OAVG,FERTILITY,TOT,CHD_WOMAN,A,2019,1.61,
PER,FERTILITY,TOT,CHD_WOMAN,A,1990,3.91,
PER,FERTILITY,TOT,CHD_WOMAN,A,1991,3.79,
PER,FERTILITY,TOT,CHD_WOMAN,A,1992,3.67,
PER,FERTILITY,TOT,CHD_WOMAN,A,1993,3.55,
PER,FERTILITY,TOT,CHD_WOMAN,A,1994,3.43,
PER,FERTILITY,TOT,CHD_WOMAN,A,1995,3.32,
PER,FERTILITY,TOT,CHD_WOMAN,A,1996,3.2,
PER,FERTILITY,TOT,CHD_WOMAN,A,1997,3.1,
PER,FERTILITY,TOT,CHD_WOMAN,A,1998,3,
PER,FERTILITY,TOT,CHD_WOMAN,A,1999,2.92,
PER,FERTILITY,TOT,CHD_WOMAN,A,2000,2.85,
PER,FERTILITY,TOT,CHD_WOMAN,A,2001,2.79,
PER,FERTILITY,TOT,CHD_WOMAN,A,2002,2.75,
PER,FERTILITY,TOT,CHD_WOMAN,A,2003,2.72,
PER,FERTILITY,TOT,CHD_WOMAN,A,2004,2.71,
PER,FERTILITY,TOT,CHD_WOMAN,A,2005,2.7,
PER,FERTILITY,TOT,CHD_WOMAN,A,2006,2.68,
PER,FERTILITY,TOT,CHD_WOMAN,A,2007,2.66,
PER,FERTILITY,TOT,CHD_WOMAN,A,2008,2.63,
PER,FERTILITY,TOT,CHD_WOMAN,A,2009,2.59,
PER,FERTILITY,TOT,CHD_WOMAN,A,2010,2.55,
PER,FERTILITY,TOT,CHD_WOMAN,A,2011,2.49,
PER,FERTILITY,TOT,CHD_WOMAN,A,2012,2.44,
PER,FERTILITY,TOT,CHD_WOMAN,A,2013,2.39,
PER,FERTILITY,TOT,CHD_WOMAN,A,2014,2.36,
PER,FERTILITY,TOT,CHD_WOMAN,A,2015,2.32,
PER,FERTILITY,TOT,CHD_WOMAN,A,2016,2.3,
PER,FERTILITY,TOT,CHD_WOMAN,A,2017,2.28,
PER,FERTILITY,TOT,CHD_WOMAN,A,2018,2.25,
PER,FERTILITY,TOT,CHD_WOMAN,A,2019,2.23,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1990,3.26,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1991,3.19,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1992,3.11,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1993,3.03,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1994,2.94,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1995,2.85,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1996,2.76,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1997,2.66,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1998,2.56,
CRI,FERTILITY,TOT,CHD_WOMAN,A,1999,2.46,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2000,2.36,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2001,2.28,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2002,2.19,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2003,2.12,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2004,2.07,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2005,2.02,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2006,1.98,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2007,1.95,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2008,1.92,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2009,1.9,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2010,1.89,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2011,1.87,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2012,1.85,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2013,1.84,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2014,1.82,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2015,1.81,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2016,1.79,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2017,1.77,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2018,1.75,
CRI,FERTILITY,TOT,CHD_WOMAN,A,2019,1.74,
EU,FERTILITY,TOT,CHD_WOMAN,A,1990,1.78,
EU,FERTILITY,TOT,CHD_WOMAN,A,1991,1.73,
EU,FERTILITY,TOT,CHD_WOMAN,A,1992,1.7,
EU,FERTILITY,TOT,CHD_WOMAN,A,1993,1.62,
EU,FERTILITY,TOT,CHD_WOMAN,A,1994,1.56,
EU,FERTILITY,TOT,CHD_WOMAN,A,1995,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,1996,1.5,
EU,FERTILITY,TOT,CHD_WOMAN,A,1997,1.48,
EU,FERTILITY,TOT,CHD_WOMAN,A,1998,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,1999,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,2000,1.47,
EU,FERTILITY,TOT,CHD_WOMAN,A,2001,1.44,
EU,FERTILITY,TOT,CHD_WOMAN,A,2002,1.43,
EU,FERTILITY,TOT,CHD_WOMAN,A,2003,1.45,
EU,FERTILITY,TOT,CHD_WOMAN,A,2004,1.47,
EU,FERTILITY,TOT,CHD_WOMAN,A,2005,1.48,
EU,FERTILITY,TOT,CHD_WOMAN,A,2006,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,2007,1.53,
EU,FERTILITY,TOT,CHD_WOMAN,A,2008,1.59,
EU,FERTILITY,TOT,CHD_WOMAN,A,2009,1.59,
EU,FERTILITY,TOT,CHD_WOMAN,A,2010,1.58,
EU,FERTILITY,TOT,CHD_WOMAN,A,2011,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2012,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2013,1.51,
EU,FERTILITY,TOT,CHD_WOMAN,A,2014,1.53,
EU,FERTILITY,TOT,CHD_WOMAN,A,2015,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2016,1.56,
EU,FERTILITY,TOT,CHD_WOMAN,A,2017,1.54,
EU,FERTILITY,TOT,CHD_WOMAN,A,2018,1.53,